x,y
31.1279,14.0887
-8.2721,1.5512
-6.7312,10.845
13.8483,1.9777
28.8535,0.6609
49.3281,5.1634
25.9345,9.5792
23.2697,1.6158
26.346,15.6162
23.0087,-10.4374
20.5216,5.5221
17.9474,14.8012
21.7136,-10.2382
2.892,25.3468
0.5345,-19.2971
13.3198,2.2617
1.005,24.9634
-46.9318,2.6734
1.2849,-18.4497
8.3,-5.2654
27.0278,-13.7606
3.345,21.0962
12.1044,12.7787
30.6942,14.3789
-8.6414,1.347
-7.5704,11.1465
13.5021,2.0288
28.3893,0.8894
49.3281,5.1636
25.3997,10.0411
22.601,1.8798
25.8022,15.9924
22.376,-10.5038
19.9403,5.819
17.5086,15.1943
21.3506,-10.1026
2.7765,25.3848
-0.0309,-19.2287
13.0613,2.4358
0.3869,24.9902
-46.9318,2.6734
0.8026,-18.0511
8.1516,-5.2281
26.5366,-13.5983
3.2503,21.3839
11.4428,13.0519
30.2719,14.667
-8.8131,1.2625
-8.3808,11.4543
13.095,2.0896
28.2004,0.9781
49.3281,5.1636
24.8313,10.5433
21.9406,2.1202
25.2292,16.3378
21.7389,-10.5533
19.287,6.1594
17.0655,15.5698
20.9943,-9.9903
2.2452,25.3851
-0.5841,-19.1325
12.8233,2.6246
-0.1744,25.0069
-46.9318,2.6734
0.5937,-17.9022
7.5333,-5.1467
26.0484,-13.4518
2.8524,21.8942
10.6776,13.2558
30.1021,14.7928
-9.3665,1.2503
-8.7413,11.5954
12.6725,2.1876
28.0292,1.2969
49.3281,5.1637
24.2693,10.9773
21.343,2.4022
24.6544,16.6807
21.0867,-10.5968
18.6609,6.4929
16.6677,15.94
20.6182,-9.8908
1.5415,25.3168
-1.1872,-19.0378
12.6297,2.7861
-0.6991,25.0247
-46.9318,2.6734
0.0355,-17.4798
6.8014,-5.0137
25.5727,-13.3364
2.3902,22.5303
9.8429,13.4988
29.7734,14.973
-10.1755,1.2524
-9.3969,11.5771
12.2167,2.3376
27.9608,1.4244
49.3281,5.1637
23.7073,11.3822
20.7175,2.6894
24.0453,17.0162
20.4052,-10.6257
18.0242,6.8456
16.2373,16.3009
20.2518,-9.7628
0.7871,25.2406
-1.8527,-18.9817
12.4562,2.8877
-1.1959,25.0464
-46.9318,2.6734
-0.193,-17.3231
5.9939,-4.8815
25.0712,-13.2147
2.212,22.7771
9.0031,13.7462
29.3462,15.183
-11.0485,1.2782
-9.7377,11.5947
11.7666,2.4721
27.674,1.5556
49.3281,5.1637
23.1755,11.794
20.0851,2.9739
23.4311,17.3479
19.6918,-10.6507
17.4315,7.2164
15.8862,16.5866
19.8897,-9.6368
-0.0102,25.1804
-2.5011,-18.9168
12.2872,2.9623
-1.663,25.0669
-46.9318,2.6734
-0.794,-17.414
5.1232,-4.7239
24.5923,-13.0522
1.5719,23.2123
8.2175,13.987
28.8995,15.3898
-11.9869,1.2601
-9.9074,11.6036
11.0922,2.7132
27.2612,1.6474
49.3281,5.1637
22.6534,12.3019
19.379,3.2564
22.7887,17.6364
19.0121,-10.6381
16.8099,7.5659
15.7648,16.6976
19.5224,-9.5089
-0.7953,25.1284
-3.1182,-18.8803
12.0215,3.0827
-2.6221,25.3324
-46.9318,2.6734
-1.6048,-17.5965
4.7644,-4.6784
24.0737,-12.8468
0.8269,23.7026
7.4807,14.2241
28.4658,15.5554
-12.4494,1.2919
-9.9904,11.6051
10.3121,2.939
26.8094,1.8045
49.3281,5.1637
22.12,12.7684
18.6495,3.5348
22.1707,17.962
18.3639,-10.6699
16.2253,7.9025
15.4827,16.8304
19.1769,-9.3528
-1.1248,25.119
-3.7194,-18.8197
11.6972,3.2172
-3.4822,25.5882
-46.9318,2.6734
-2.561,-17.8466
4.6221,-4.67
23.5742,-12.6607
0.0673,24.2325
6.6546,14.5539
28.0118,15.7013
-12.6764,1.3064
-10.4891,11.5301
9.4784,3.1492
26.3192,1.9804
49.3281,5.1637
21.5801,13.2214
17.9828,3.8016
21.5443,18.2864
17.7048,-10.708
15.6214,8.2525
15.0434,17.0243
18.8507,-9.2314
-1.2596,25.1101
-4.3101,-18.7521
11.3777,3.3754
-4.2692,25.8242
-46.9318,2.6734
-3.4824,-18.0605
4.5665,-4.6646
23.0664,-12.4886
-0.222,24.4129
5.8501,14.8302
27.8345,15.7485
-13.2072,1.5485
-10.7293,11.4886
8.6423,3.3618
25.8293,2.1039
49.3281,5.1637
21.055,13.6494
17.3267,4.0774
20.9627,18.5823
17.0159,-10.763
14.9784,8.6255
14.5056,17.2593
18.4986,-9.0886
-1.7966,25.2359
-4.9046,-18.6311
11.0424,3.5348
-4.9799,26.0212
-46.9005,3.1809
-4.4384,-18.326
4.0328,-4.5078
22.5859,-12.2924
-0.8468,24.6478
4.9862,15.0906
27.7578,15.7726
-13.4796,1.6697
-10.8474,11.48
7.8134,3.6875
25.3455,2.2347
49.3281,5.1637
20.5643,14.092
16.6713,4.3475
20.3777,18.8907
16.3076,-10.8088
14.3371,8.9546
13.9708,17.4686
18.1311,-8.9621
-2.5094,25.407
-5.5218,-18.5604
10.6868,3.699
-5.6684,26.2104
-46.8827,3.3926
-4.8182,-18.4455
3.2819,-4.3149
22.0988,-12.1014
-1.7126,24.9106
4.1464,15.3731
27.4531,15.885
-13.627,1.7293
-10.9062,11.4761
7.018,3.9908
24.8277,2.3728
49.3281,5.1637
20.3673,14.2543
16.3657,4.5011
19.759,19.1863
15.6033,-10.8615
14.077,9.0658
13.4451,17.724
17.747,-8.8317
-3.2379,25.5581
-6.1309,-18.4367
10.3558,3.8481
-6.3129,26.391
-46.8788,3.4745
-5.3993,-18.0868
2.4404,-4.1207
21.6095,-11.9101
-2.6041,25.1303
3.3224,15.6423
27.065,16.0472
-14.0882,2.0163
-11.4104,11.463
6.2707,4.3227
24.3098,2.511
49.3281,5.1637
19.8499,14.4493
15.8612,4.4614
19.1638,19.4323
14.9042,-10.9191
13.5956,9.2379
12.9269,17.9713
17.3689,-8.7055
-3.9689,25.721
-6.7356,-18.331
10.0175,4.0119
-6.92,26.5484
-46.8755,3.5056
-6.0594,-17.5543
1.5336,-3.8979
21.1202,-11.6973
-3.5074,25.4021
3.0351,15.7614
26.6697,16.1972
-14.6762,2.4063
-11.6599,11.4567
5.5721,4.582
24.0876,2.5594
49.3281,5.1637
19.2553,14.6587
15.2593,4.3457
18.5573,19.7641
14.226,-10.9702
12.9616,9.4304
12.4017,18.219
16.9805,-8.5804
-4.7491,25.8922
-7.4092,-18.2105
9.6746,4.1674
-7.4929,26.6972
-46.8743,3.5189
-6.3156,-17.3467
0.6544,-3.657
20.6032,-11.5323
-4.4081,25.7186
2.3674,15.9238
26.5056,16.2604
-15.3749,2.8913
-11.7843,11.4532
4.7895,4.8264
23.7944,2.8018
49.3281,5.1637
18.6311,14.8375
14.6716,4.1999
17.916,20.0867
13.5417,-11.046
12.3026,9.5786
11.8503,18.4696
16.6148,-8.4422
-5.512,26.1052
-8.0297,-18.1205
9.3311,4.3237
-8.0397,26.8433
-46.8736,3.524
-6.4173,-17.2552
-0.2054,-3.4662
20.1166,-11.3214
-5.2605,26.0855
1.5737,16.062
26.2403,16.5074
-15.7106,3.1198
-11.846,11.453
4.0596,5.0622
23.4773,3.1463
49.3281,5.1637
18.015,15.0775
14.3806,4.1331
17.3008,20.4145
12.872,-11.1009
11.5995,9.7605
11.3091,18.7068
16.2523,-8.3037
-6.3674,26.3059
-8.6582,-18.0346
8.9829,4.4689
-8.557,26.9733
-46.8733,3.5262
-6.4548,-17.2214
-0.5842,-3.3983
19.9287,-11.2398
-6.1058,26.4646
0.7176,16.1812
26.1327,16.6085
-16.3526,3.1471
-12.3649,11.5921
3.3512,5.3678
23.3462,3.2775
49.3281,5.1637
17.3849,15.2558
14.2362,4.1039
16.7055,20.7294
12.1963,-11.1437
10.9291,9.9512
10.7681,18.9396
15.8923,-8.1653
-7.1733,26.505
-9.2544,-17.9443
8.6093,4.6514
-9.0358,27.1057
-46.8731,3.527
-7.0182,-17.101
-0.7403,-3.3858
19.6471,-10.9614
-6.9635,26.8007
0.445,16.2206
26.0878,16.6516
-16.6924,3.167
-13.1368,11.7897
3.0859,5.5047
23.294,3.3296
49.3281,5.1637
16.7606,15.4334
13.7993,4.0465
16.047,21.0417
11.5192,-11.2052
10.2586,10.1888
10.2282,19.1428
15.5541,-8.0324
-7.9972,26.6975
-9.8835,-17.9051
8.2446,4.8239
-9.478,27.2423
-46.8731,3.5274
-7.8577,-16.9247
-0.8055,-3.3834
19.3598,-10.5965
-7.8221,27.145
-0.0984,16.585
25.8685,16.8793
-16.8595,3.1796
-13.5219,11.8878
2.9777,5.5584
23.2743,3.3485
49.3281,5.1637
16.0607,15.616
13.2323,3.9449
15.4287,21.296
10.8886,-11.2585
9.5691,10.4562
9.7314,19.3681
15.195,-7.8837
-8.8059,26.8959
-10.5042,-17.8468
7.9075,4.9855
-9.8954,27.3804
-46.873,3.5275
-8.8259,-16.7648
-0.8317,-3.3808
19.0698,-10.1948
-8.7187,27.4626
-0.7523,17.1056
25.57,17.1392
-16.9412,3.1893
-13.7149,11.9235
3.0076,5.8165
22.9854,3.4069
49.3281,5.1637
15.4003,15.7981
12.6202,3.8447
14.8474,21.5768
10.2623,-11.3444
8.863,10.6596
9.2084,19.583
14.8176,-7.7673
-9.6064,27.0938
-11.0821,-17.7912
7.5916,5.1252
-10.6304,27.5312
-46.873,3.5276
-9.7855,-16.5757
-0.5841,-3.2852
18.9473,-10.0269
-9.0278,27.5796
-1.3955,17.6761
25.2447,17.4646
-16.9795,3.1934
-14.2859,11.9081
3.0185,5.9142
22.8684,3.4415
49.3281,5.1637
14.6982,16.0117
12.3176,3.7963
14.314,21.8474
9.623,-11.395
8.1608,10.8358
8.8058,19.7573
14.4354,-7.6372
-9.9381,27.1833
-11.6702,-17.7148
7.2513,5.2693
-11.324,27.6802
-46.873,3.5276
-10.167,-16.4739
-0.1966,-3.1451
18.9002,-9.963
-9.1324,27.6296
-1.6219,17.8585
25.0904,17.6067
-16.9968,3.1945
-14.55,11.8938
3.0438,6.2032
22.5939,3.6527
49.3281,5.1637
14.0187,16.198
12.1695,3.7763
13.7634,22.1047
8.9332,-11.4737
7.4644,10.9924
8.2712,19.969
14.0623,-7.5224
-10.5443,27.3371
-11.905,-17.6827
6.9024,5.4348
-11.9812,27.8298
-46.8437,4.0311
-10.312,-16.4463
0.2194,-2.9863
18.8823,-9.9357
-9.7332,27.6412
-1.6983,17.9255
24.7515,17.7517
-17.0052,3.1952
-14.6786,11.8959
3.0477,6.3192
22.3016,3.9294
49.3281,5.1637
13.7558,16.2692
11.8437,3.7687
13.2066,22.3712
8.2518,-11.5432
6.7715,11.1599
7.8742,20.1604
13.6956,-7.3973
-10.7856,27.3959
-11.9998,-17.6654
6.559,5.5712
-12.5747,27.9806
-46.8327,4.228
-10.9699,-16.4461
0.4015,-2.9235
18.5323,-9.9009
-10.5881,27.7053
-2.1681,18.3122
24.6026,17.8012
-17.4232,3.028
-14.739,11.9004
3.0466,6.3674
21.9428,4.262
49.3281,5.1637
13.226,16.4745
11.6818,3.7536
12.6683,22.6424
7.5819,-11.5531
6.0963,11.3251
7.3943,20.3788
13.3273,-7.26
-11.3594,27.5538
-12.0393,-17.6591
6.2125,5.6876
-13.1437,28.1173
-46.8286,4.3013
-11.2315,-16.4387
0.4742,-2.8971
18.0609,-9.8704
-11.4818,27.7303
-2.3435,18.4515
24.3257,17.9939
-17.627,2.946
-14.639,12.0983
2.961,6.6167
21.8001,4.4008
49.3281,5.1637
13.019,16.5609
11.384,4.0007
12.0639,22.9557
6.9143,-11.5921
5.4199,11.5526
6.8683,20.6038
12.9963,-7.1382
-12.0813,27.7555
-12.0567,-17.6565
5.8457,5.8145
-13.6671,28.2522
-46.8268,4.3305
-11.3329,-16.4356
-0.0053,-2.8869
17.5403,-9.7992
-11.9792,27.7173
-2.9784,18.4247
23.9601,18.2533
-17.7266,2.9066
-14.5854,12.1939
2.8523,6.9308
21.7458,4.4543
49.3281,5.1637
12.5463,16.7413
11.2384,4.1243
11.4401,23.2306
6.2623,-11.6246
4.7418,11.7173
6.3767,20.8373
12.6364,-7.0216
-12.5585,27.8737
-12.0638,-17.6561
5.4507,5.9505
-14.1711,28.3836
-46.8251,4.3419
-11.373,-16.4312
-0.1892,-2.871
17.0418,-9.7095
-12.5175,27.681
-3.1944,18.4156
23.5553,18.5504
-17.7744,2.8863
-14.5634,12.239
2.7054,7.283
21.4598,4.6612
49.3281,5.1637
11.9626,16.9829
10.8468,4.0269
10.8168,23.5326
5.6265,-11.6946
4.0777,11.8858
5.8443,21.0803
12.2871,-6.8924
-13.0265,27.9986
-12.0667,-17.6559
5.1133,6.095
-14.6374,28.5211
-46.8242,4.346
-11.3884,-16.4284
-0.2619,-2.8651
16.5563,-9.6187
-13.0899,27.674
-3.626,18.8611
23.1462,18.8772
-17.799,2.8759
-15.0271,12.2127
2.6473,7.4183
21.3476,4.7429
49.3281,5.1637
11.3026,17.2582
10.6529,3.9798
10.2127,23.8466
4.9967,-11.6943
3.388,12.0876
5.3266,21.3504
11.932,-6.7599
-13.4882,28.1227
-12.4543,-17.7007
4.7721,6.281
-15.057,28.6628
-46.8239,4.3476
-11.3943,-16.4273
-0.2918,-2.8627
16.38,-9.582
-13.7055,27.6306
-4.1177,19.4353
22.7868,19.2018
-17.81,2.8702
-15.7176,12.2253
2.6246,7.4686
21.3078,4.7776
49.3281,5.1637
10.6249,17.5787
10.2988,3.9684
9.6161,24.1468
4.3353,-11.7243
2.691,12.3129
4.7665,21.5909
11.5515,-6.6353
-13.926,28.2352
-12.61,-17.7127
4.4528,6.43
-15.4473,28.7842
-46.8238,4.3483
-11.4972,-15.8172
-0.434,-2.6161
16.3126,-9.5633
-13.9496,27.618
-4.6834,20.0206
22.3704,19.5426
-17.8157,2.8676
-16.0614,12.2532
2.1316,7.431
21.038,4.9452
49.3281,5.1637
10.3714,17.7038
10.1397,3.9706
9.0653,24.4749
3.6607,-11.7557
1.9634,12.5425
4.2005,21.8592
11.15,-6.4959
-14.6226,28.4412
-12.6694,-17.7128
4.128,6.5774
-16.0538,28.8811
-46.8238,4.3485
-11.5506,-15.5837
-0.6446,-2.2812
16.2848,-9.5569
-14.4866,27.99
-5.29,20.7018
21.961,19.8687
-17.6885,3.0713
-16.2248,12.2773
1.9439,7.4161
20.9331,5.0117
49.3281,5.1637
10.2674,17.7611
9.7803,3.8207
8.5107,24.7629
3.0092,-11.8232
1.2797,12.7672
3.8116,22.0726
10.7547,-6.39
-14.9299,28.5419
-12.6948,-17.7115
3.8129,6.7239
-16.6304,28.9733
-46.8238,4.3487
-12.1943,-15.5516
-0.8304,-1.8925
16.2739,-9.5544
-15.0356,28.4907
-5.4797,20.9142
21.5657,20.2087
-17.6233,3.1743
-16.7368,12.2864
1.6804,7.6015
20.5801,5.1022
49.3281,5.1637
10.2269,17.7841
9.5915,3.75
7.9265,25.0483
2.7255,-11.8566
0.6359,12.9466
3.3486,22.267
10.3996,-6.2667
-15.5877,28.7256
-12.7055,-17.7102
3.4661,6.8833
-17.1877,29.0505
-46.8238,4.3487
-12.4601,-15.5209
-0.9044,-1.7323
15.9466,-9.5158
-15.4428,28.9145
-5.3572,21.2285
21.4011,20.3536
-17.5883,3.2269
-17.464,12.286
1.5772,7.6791
20.1294,5.1845
49.3281,5.1637
9.8039,17.9521
9.2113,3.9308
7.3233,25.3124
2.4908,-11.5023
-0.0123,13.1254
3.1865,22.3418
10.0199,-6.127
-16.0402,28.8299
-12.7099,-17.71
3.1269,7.0381
-17.7085,29.1177
-46.8238,4.3487
-12.5648,-15.5159
-1.1898,-1.5753
15.4665,-9.4411
-15.5891,29.0773
-5.3186,21.3249
21.3373,20.4128
-17.493,3.4622
-18.2851,12.2994
1.0487,7.7507
19.9455,5.2333
49.3281,5.1637
9.639,18.0126
9.0199,4.0205
6.6935,25.5761
2.2479,-10.9994
-0.7204,13.268
2.7608,22.3818
9.618,-6.0031
-16.7413,28.9805
-12.7118,-17.7101
2.7817,7.1976
-18.2798,29.2812
-46.7932,4.8507
-12.606,-15.5138
-1.5724,-1.4448
15.011,-9.3923
-16.194,29.1442
-5.3061,21.3562
21.3079,20.4372
-17.4382,3.5764
-18.6863,12.3082
0.8498,7.7792
19.8701,5.2514
49.3281,5.1637
9.5746,18.0356
8.918,4.0589
6.0746,25.8698
2.1361,-10.7891
-1.4154,13.4373
2.2466,22.3875
9.2213,-5.867
-17.0178,29.0683
-12.7125,-17.7101
2.4384,7.3527
-18.8362,29.421
-46.7854,5.0531
-12.6221,-15.513
-1.7282,-1.3903
14.8337,-9.3737
-17.0525,29.1715
-5.8008,21.6986
21.0102,20.5065
-17.411,3.627
-18.8982,12.3031
0.553,7.9228
19.8399,5.2584
49.3281,5.1637
9.5492,18.0447
8.5999,3.8946
5.4526,26.1931
1.7421,-10.6931
-2.1746,13.6052
1.7362,22.4125
8.8408,-5.7224
-17.6437,29.2739
-12.906,-17.532
2.0828,7.508
-19.3589,29.5442
-46.7817,5.1346
-12.6278,-15.5127
-2.3509,-1.4505
14.4823,-9.2223
-17.5659,29.1582
-6.4654,22.0573
20.8977,20.5347
-17.8511,3.607
-19.0097,12.2982
0.239,8.1071
19.8285,5.2622
49.3281,5.1637
9.5386,18.0489
8.4385,3.8004
4.8271,26.5178
1.2318,-10.6354
-2.843,13.7913
1.1488,22.4451
8.4797,-5.612
-18.1164,29.3969
-12.985,-17.469
1.7285,7.6681
-19.8673,29.6415
-46.7813,5.1649
-12.63,-15.5127
-2.9137,-1.4943
14.0581,-8.9807
-18.1579,29.159
-6.6884,22.1539
20.8485,20.5463
-18.5523,3.5507
-19.065,12.2984
-0.0929,8.2926
19.824,5.2638
49.3281,5.1637
9.5347,18.0508
8.1018,3.7315
4.5764,26.662
0.6316,-10.6002
-3.5162,14.004
0.5729,22.5002
8.0958,-5.4784
-18.6109,29.5524
-13.0193,-17.4457
1.3745,7.841
-20.3452,29.7303
-46.7813,5.1777
-12.6308,-15.5127
-3.4271,-1.5267
13.6311,-8.7411
-18.6936,29.1783
-6.6382,22.4448
20.828,20.5512
-18.8981,3.5191
-19.148,12.7636
-0.442,8.4925
19.543,5.3745
49.3281,5.1637
9.5331,18.0516
7.9303,3.6876
4.0752,26.7464
-0.0047,-10.6349
-4.2222,14.2253
0.0021,22.5921
7.719,-5.3605
-19.0476,29.6671
-13.4309,-17.5198
1.0287,7.9976
-20.7982,29.8327
-46.7808,5.1826
-12.9058,-14.9792
-3.9103,-1.5552
13.1724,-8.5371
-19.5064,29.2396
-6.6225,22.5424
20.8193,20.5525
-19.0706,3.503
-19.2506,13.4732
-0.7859,8.6652
19.1386,5.5253
49.3281,5.1637
9.5325,18.0519
7.8441,3.6604
3.863,26.7791
-0.2775,-10.649
-4.9417,14.4278
-0.5769,22.6726
7.3458,-5.2144
-19.6662,29.8801
-13.9636,-17.6073
0.7138,8.1634
-21.2269,29.9264
-46.7806,5.1844
-13.2861,-14.2452
-4.6018,-1.6447
12.714,-8.3113
-20.4142,29.2673
-6.6186,22.576
20.5386,20.6124
-19.1587,3.4907
-19.2881,13.8346
-0.919,8.7202
18.7223,5.6922
49.3281,5.1637
9.5323,18.052
7.553,3.6398
3.7753,26.7967
-0.3961,-10.6538
-5.5957,14.6156
-1.1442,22.7273
6.9638,-5.0545
-20.4224,30.1003
-14.5616,-17.701
0.3997,8.3336
-22.4613,27.4822
-46.7805,5.1851
-13.7233,-13.4094
-5.1489,-1.6918
12.2459,-8.0442
-20.7401,29.2735
-6.776,22.8239
20.4173,20.6336
-19.1991,3.4865
-19.3116,14.0062
-1.1978,8.8335
18.2666,5.8619
49.3281,5.1637
9.5322,18.052
7.4093,3.6356
3.7383,26.8044
-0.4463,-10.6529
-6.2889,14.8328
-1.7218,22.7893
6.5954,-4.9404
-20.7208,30.1958
-14.7856,-17.7446
0.067,8.5007
-23.5517,25.1723
-46.9031,4.7215
-14.172,-12.5293
-5.3718,-1.6969
12.0644,-7.9435
-20.857,29.2683
-6.9824,23.1644
20.088,20.7794
-19.2188,3.4841
-19.325,14.0897
-1.5566,8.9426
17.8281,6.0363
49.3281,5.1637
9.5321,18.0521
7.342,3.6306
3.7232,26.8077
-0.6408,-10.2752
-6.5596,14.921
-2.2688,22.8158
6.2313,-4.8098
-20.8429,30.2343
-14.8713,-17.7605
-0.2692,8.6677
-24.6919,22.9735
-47.0788,4.066
-14.3477,-12.189
-5.4534,-1.6986
11.9881,-7.9038
-21.3119,28.777
-7.0523,23.2797
19.6576,20.9932
-19.021,3.6111
-19.3344,14.1333
-1.7002,8.9843
17.3923,6.2245
49.3281,5.1637
9.5321,18.0521
7.3083,3.627
3.398,26.5728
-0.7271,-10.1017
-6.958,14.6756
-2.4685,22.8241
6.0653,-4.7512
-21.1538,30.0117
-14.9046,-17.7691
-0.425,8.7361
-25.6862,20.9403
-47.1551,3.798
-14.8176,-11.6349
-5.2126,-1.6379
11.9591,-7.8894
-21.4837,28.6026
-6.8038,23.3893
19.2327,21.1656
-18.733,3.8249
-19.3409,14.1542
-1.7553,8.9967
16.9723,6.4008
49.3281,5.1637
9.2895,17.7011
6.9981,3.3989
2.8929,26.2425
-0.7579,-10.0276
-7.4153,14.2301
-2.8908,22.6972
5.7846,-4.75
-21.5796,29.6338
-14.9183,-17.7723
-0.7056,8.7769
-26.5837,19.1008
-47.1791,3.1793
-14.98,-11.4113
-4.8446,-1.5748
11.6405,-7.797
-21.8445,28.0401
-6.4693,23.4885
18.7679,21.4025
-18.6002,3.9164
-19.6721,13.8182
-1.8929,9.2252
16.5023,6.5791
49.3281,5.1637
8.9393,17.2458
6.5447,3.1192
2.3788,25.8846
-0.9662,-10.3586
-7.9175,13.6934
-3.3735,22.4953
5.47,-4.7914
-22.0148,29.1862
-15.2969,-17.7028
-1.0214,8.7954
-27.4043,17.4339
-47.1349,2.4827
-15.1041,-10.7889
-4.6871,-1.5518
11.5153,-7.7501
-21.9762,27.8296
-6.0399,23.5843
18.2859,21.6167
-18.3975,4.1637
-20.203,13.3589
-1.9409,9.3136
16.0173,6.7465
49.3281,5.1637
8.5914,16.7395
6.0571,2.8298
1.8548,25.4723
-1.1978,-10.837
-8.4612,13.2224
-3.9094,22.2877
5.1239,-4.8081
-22.472,28.7693
-15.7862,-17.6307
-1.4054,8.7843
-28.2065,15.8262
-47.0614,1.723
-15.3239,-9.919
-4.6231,-1.5373
11.2349,-7.4777
-21.7416,27.6132
-5.6178,23.6875
17.839,21.8366
-18.2064,4.5132
-20.794,12.7791
-2.1479,9.5001
15.5446,6.9038
49.3281,5.1637
8.1811,16.2025
5.8199,2.6929
1.3228,25.06
-1.5322,-11.3859
-9.0129,12.6694
-4.2007,22.1688
4.7512,-4.8337
-22.9111,28.381
-16.3192,-17.5554
-1.7757,8.7833
-28.9886,14.3524
-47.0573,0.9201
-15.4212,-9.5907
-4.5989,-1.531
11.1295,-7.3708
-21.6486,27.5272
-5.4742,23.722
17.421,22.0532
-18.1213,4.6875
-21.3752,12.2295
-2.4273,9.7085
15.0815,7.0736
49.3281,5.1637
7.6947,15.6878
5.499,2.3209
0.7852,24.652
-1.896,-11.9449
-9.5856,12.1475
-4.399,22.0876
4.3496,-4.8483
-23.3678,28.0044
-16.8806,-17.4269
-2.141,8.7902
-29.7732,12.9664
-47.0616,0.581
-15.4604,-9.4538
-4.5901,-1.5284
10.7724,-7.338
-21.614,27.4947
-5.4268,23.737
17.0038,22.2803
-18.3922,5.1167
-22.0011,11.6441
-2.5518,9.7872
14.8978,7.1244
49.3281,5.1637
7.2676,15.1287
5.1995,1.8005
0.2858,24.2698
-2.2521,-12.4566
-10.1648,11.6073
-4.5417,22.0281
3.9264,-4.8587
-23.8283,27.6484
-17.4925,-17.2647
-2.5019,8.7789
-30.523,11.6324
-47.0612,0.4478
-15.8574,-8.9657
-4.826,-1.649
10.3166,-7.357
-21.6,27.4816
-5.4095,23.7415
16.8237,22.3841
-18.5269,5.3236
-22.7045,11.0466
-2.6018,9.8188
14.5405,7.202
49.3281,5.1637
6.8893,14.5733
4.8795,1.196
-0.2344,23.8406
-2.5936,-12.9614
-10.6794,11.0288
-4.6732,21.9716
3.5489,-4.8716
-24.3547,27.2725
-18.1433,-17.1048
-2.88,8.7592
-31.2577,10.3483
-46.5935,0.3942
-16.0094,-8.7879
-4.922,-1.6978
9.8225,-7.3689
-21.5576,27.1563
-5.4038,23.7435
16.4285,22.4933
-18.5896,5.431
-23.3686,10.4143
-2.622,9.8323
14.398,7.2427
49.3281,5.1637
6.4752,14.0201
4.5238,0.5577
-0.7647,23.4357
-2.9126,-13.5484
-11.2073,10.4242
-4.7953,21.9008
3.144,-4.8864
-24.864,26.8655
-18.7794,-16.9649
-3.2765,8.7539
-31.9702,9.1389
-45.9092,0.3488
-16.0713,-8.7137
-4.962,-1.7171
9.6367,-7.3774
-21.5527,27.0342
-5.5407,23.5119
16.2668,22.5313
-18.9704,5.1197
-24.0369,9.7936
-2.8424,9.6972
14.0201,7.2541
49.3281,5.1637
5.9934,13.4623
4.105,-0.0567
-1.3663,23.0421
-3.2529,-14.1431
-11.7398,9.9295
-4.9224,21.8349
2.7581,-4.926
-25.3712,26.4446
-19.4293,-16.831
-3.655,8.7458
-32.6472,8.008
-45.1647,0.3051
-16.6926,-8.6866
-5.1679,-1.9279
9.2683,-7.4877
-21.6176,26.3842
-5.7444,23.189
15.9088,22.5493
-19.1702,4.9576
-24.7714,9.1517
-3.1608,9.4886
13.8723,7.2533
49.3281,5.1637
5.5453,12.9061
3.7324,-0.7151
-1.8943,22.654
-3.5988,-14.6667
-12.2662,9.3796
-5.0532,21.7662
2.4028,-4.9691
-25.882,26.0364
-20.0882,-16.7314
-4.0354,8.7297
-33.3006,6.9196
-44.4207,0.2759
-16.9384,-8.6698
-5.4487,-2.2083
9.1271,-7.5271
-21.7058,25.5409
-5.9752,22.8462
15.7684,22.558
-19.5921,4.5258
-25.4597,8.4896
-3.4961,9.2844
13.4991,7.1508
49.3281,5.1637
5.0627,12.333
3.3531,-1.399
-2.4337,22.2645
-3.9428,-15.2515
-12.7477,8.8494
-5.1801,21.7046
2.0501,-5.0205
-26.3847,25.6058
-20.7274,-16.6629
-4.4256,8.7379
-33.9228,5.9066
-43.632,0.1935
-17.6631,-8.7867
-5.7227,-2.5013
8.8073,-7.6936
-21.7396,25.2197
-6.1712,22.4944
15.4408,22.4851
-20.1121,3.9321
-26.0835,7.8301
-3.8681,9.068
13.0618,6.9913
49.3281,5.1637
4.6699,11.8001
2.9918,-2.0677
-2.9524,21.8615
-4.2825,-15.8403
-13.2013,8.3308
-5.3209,21.6475
1.6893,-5.0637
-26.8726,25.2097
-21.3915,-16.5278
-4.7901,8.7458
-34.4685,4.9226
-42.8205,0.1229
-17.9383,-8.8435
-5.8341,-2.6195
8.4409,-7.9224
-21.9234,24.5371
-6.3938,22.1238
15.0617,22.3955
-20.6984,3.282
-26.7645,7.1486
-4.0238,8.9739
12.5805,6.8618
49.3281,5.1637
4.2314,11.2562
2.8149,-2.398
-3.2658,21.6396
-4.4288,-16.0917
-13.7311,7.8217
-5.4606,21.5976
1.2993,-5.1104
-27.4229,24.7606
-22.0352,-16.3973
-5.1969,8.745
-34.9926,4.0223
-42.0053,0.063
-18.5447,-9.1375
-6.0269,-2.9015
8.0203,-8.1377
-22.2373,23.7229
-6.6282,21.7248
14.6215,22.2808
-20.9482,2.9837
-27.4481,6.4693
-4.2525,8.7381
12.0628,6.7193
49.3281,5.1637
3.7558,10.7191
2.3999,-2.6488
-3.3883,21.5539
-4.4851,-16.203
-14.2301,7.3146
-5.5956,21.536
0.9039,-5.1779
-27.9342,24.3532
-22.6693,-16.2656
-5.5928,8.7479
-35.4782,3.1753
